City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,shieli,44.1667,66.75,-13.36,90,5,1.65,KZ,1670360258
284,san policarpo,12.1791,125.5072,27.22,70,100,4.04,PH,1670360259
285,robertsport,6.7533,-11.3686,27.0,82,44,4.33,LR,1670360259
286,hamilton,39.1834,-84.5333,12.46,96,100,0.45,US,1670360131
287,khuzdar,27.7384,66.6434,12.52,33,0,1.94,PK,1670360259
288,chanika,-5.4167,38.0167,20.99,94,100,2.03,TZ,1670360260
289,astara,38.5,48.6667,2.99,98,100,0.94,AZ,1670360260
290,nome,64.5011,-165.4064,-7.72,94,83,1.95,US,1670360260
291,tual,-5.6667,132.75,28.16,69,100,3.49,ID,1670360175
292,buraydah,26.326,43.975,15.25,85,75,4.09,SA,1670360261
293,presidencia roque saenz pena,-26.7852,-60.4388,41.34,13,2,2.39,AR,1670360261
294,peniche,39.3558,-9.3811,12.47,95,93,1.43,PT,1670360261
295,metro,-5.1131,105.3067,23.45,92,100,2.29,ID,1670360262
296,bredasdorp,-34.5322,20.0403,15.8,68,32,0.46,ZA,1670360127
297,laguna,38.421,-121.4238,15.35,72,0,3.09,US,1670360262
298,nouakchott,18.0858,-15.9785,23.96,70,5,5.38,MR,1670359909
299,geraldton,-28.7667,114.6,17.23,59,0,4.63,AU,1670360158
300,walvis bay,-22.9575,14.5053,16.16,82,0,4.63,NA,1670360263
301,obo,5.3998,26.4869,24.51,44,78,1.4,CF,1670360263
302,dubai,25.2582,55.3047,24.96,69,0,2.57,AE,1670360263
303,treinta y tres,-33.2333,-54.3833,30.75,27,0,6.84,UY,1670360264
304,bonthe,7.5264,-12.505,26.62,83,52,2.96,SL,1670360264
305,vakhrushev,48.9833,142.9667,-8.42,73,100,4.01,RU,1670360264
306,ixtapa,20.7,-105.2,28.46,71,5,1.79,MX,1670360172
307,saint anthony,45.0205,-93.218,0.27,62,21,0.89,US,1670360146
308,surt,31.2089,16.5887,19.3,59,54,1.98,LY,1670360109
309,linkou,45.3,130.2833,-12.61,91,66,3.02,CN,1670360265
310,henties bay,-22.116,14.2845,14.42,91,0,2.97,NA,1670360265
311,pangnirtung,66.1451,-65.7125,-3.0,86,100,4.12,CA,1670360265
312,bambous virieux,-20.3428,57.7575,25.14,83,75,5.14,MU,1670360116
313,mandalgovi,45.7625,106.2708,-11.73,37,100,3.49,MN,1670360266
314,naze,28.3667,129.4833,14.51,62,89,6.88,JP,1670360266
315,ugoofaaru,5.6667,73.0,27.04,76,71,3.3,MV,1670360266
316,grandview,38.8858,-94.533,6.62,76,100,3.09,US,1670360073
317,takoradi,4.8845,-1.7554,26.44,85,67,4.34,GH,1670360154
318,santa marinella,42.0345,11.8536,14.71,92,100,3.64,IT,1670360267
319,dawson creek,55.7666,-120.2362,-24.2,58,20,4.63,CA,1670360159
320,tuatapere,-46.1333,167.6833,11.52,59,7,2.71,NZ,1670360267
321,abbeville,50.1,1.8333,3.98,85,93,1.66,FR,1670360267
322,sangmelima,2.9333,11.9833,20.92,84,97,1.44,CM,1670360268
323,isangel,-19.55,169.2667,29.06,70,57,0.51,VU,1670359968
324,northam,51.0333,-4.2167,5.22,86,12,3.07,GB,1670360268
325,torbay,47.6666,-52.7314,1.99,97,100,4.47,CA,1670360145
326,pangai,-19.8,-174.35,28.06,78,75,3.09,TO,1670360268
327,dwarka,22.2394,68.9678,22.94,41,0,5.8,IN,1670360269
328,lircay,-12.9896,-74.7205,14.3,57,76,6.34,PE,1670360269
329,iranshahr,27.2025,60.6848,17.19,42,0,2.06,IR,1670360269
330,ribeira grande,38.5167,-28.7,14.32,77,75,8.94,PT,1670360128
331,limpapa,7.1197,121.9106,24.66,83,92,1.55,PH,1670360270
332,coahuayana,18.7333,-103.6833,30.51,58,1,2.9,MX,1670360270
333,zhanakorgan,43.9098,67.2495,-12.03,82,2,1.49,KZ,1670360270
334,pangody,65.85,74.4859,-15.68,95,100,5.12,RU,1670360271
335,bosaso,11.2842,49.1816,24.41,72,96,1.58,SO,1670360271
336,kinablangan,7.6947,126.5503,24.41,86,97,2.98,PH,1670360271
337,morant bay,17.8815,-76.4093,30.79,71,31,6.62,JM,1670360272
338,chateau-gontier,47.8333,-0.7,5.4,94,25,3.02,FR,1670360272
339,camacha,33.0833,-16.3333,15.68,94,40,6.69,PT,1670360069
340,srednekolymsk,67.45,153.6833,-32.01,97,100,5.83,RU,1670360272
341,margate,51.3813,1.3862,5.49,89,100,2.24,GB,1670360273
342,lichinga,-13.3128,35.2406,18.32,72,56,2.32,MZ,1670360273
343,arraial do cabo,-22.9661,-42.0278,22.98,83,75,4.12,BR,1670360149
344,barranca,-10.75,-77.7667,21.44,71,14,4.79,PE,1670360273
345,marzuq,14.4,46.4667,16.55,82,53,2.18,YE,1670360274
346,labuan,5.2767,115.2417,25.2,94,20,0.0,MY,1670360274
347,arman,59.7,150.1667,-21.93,87,93,4.64,RU,1670360274
348,dzilam gonzalez,21.2833,-88.9333,30.46,41,59,3.4,MX,1670360274
349,caruray,10.3094,119.0128,25.26,87,18,2.73,PH,1670360275
350,hasaki,35.7333,140.8333,4.01,69,0,3.64,JP,1670360275
351,plymouth,41.8334,-70.8328,12.86,72,100,3.84,US,1670360275
352,sitka,57.0531,-135.33,5.07,99,100,3.15,US,1670360276
353,cumana,10.4635,-64.1775,25.94,65,67,2.27,VE,1670360276
354,lompoc,34.6391,-120.4579,16.96,65,0,1.34,US,1670360254
355,wanning,18.8003,110.3967,20.99,89,100,4.25,CN,1670360276
356,visnes,59.3556,5.2242,2.34,75,45,7.72,NO,1670360277
357,glebychevo,60.4387,28.7183,-2.29,96,100,5.99,RU,1670360277
358,leh,34.1667,77.5833,-7.57,78,53,0.65,IN,1670360277
359,fort wellington,6.4,-57.6,25.88,85,25,2.96,GY,1670360278
360,zhumadian,32.9794,114.0294,3.26,72,0,1.55,CN,1670360278
361,nanortalik,60.1432,-45.2371,2.23,99,100,2.51,GL,1670360132
362,burnie,-41.0667,145.9167,11.48,64,3,2.24,AU,1670360278
363,umm lajj,25.0213,37.2685,23.47,69,53,3.8,SA,1670360279
364,locri,38.2414,16.2623,16.29,76,94,0.85,IT,1670360279
365,mantua,45.1667,10.7833,5.53,92,5,0.85,IT,1670360279
366,sioux lookout,50.1001,-91.917,-18.96,78,100,2.06,CA,1670360087
367,nkhotakota,-12.9274,34.2961,25.56,63,49,2.42,MW,1670360280
368,sabha,27.0377,14.4283,19.03,20,1,2.34,LY,1670360280
369,ust-maya,60.4167,134.5333,-27.21,100,100,0.62,RU,1670360280
370,beira,-19.8436,34.8389,26.9,83,1,5.61,MZ,1670360281
371,dicabisagan,17.0818,122.4157,24.18,91,35,1.92,PH,1670360281
372,port hedland,-20.3167,118.5667,26.03,69,1,5.66,AU,1670360281
373,hilliard,40.0334,-83.1582,10.48,97,100,1.54,US,1670360282
374,teluk nibung,3.001,99.8164,24.74,89,100,1.34,ID,1670360283
375,harper,4.375,-7.7169,25.85,84,86,2.99,LR,1670360125
376,sarankhola,22.3082,89.7897,16.35,61,100,2.64,BD,1670360283
377,saldanha,-33.0117,17.9442,15.03,81,35,3.65,ZA,1670360130
378,esil,51.9556,66.4042,-22.62,98,64,1.62,KZ,1670360284
379,sao felix do xingu,-6.6447,-51.995,26.78,80,98,0.76,BR,1670360284
380,havre-saint-pierre,50.2334,-63.5986,3.0,80,0,4.12,CA,1670360285
381,bubaque,11.2833,-15.8333,27.52,67,1,5.75,GW,1670360285
382,mangan,27.5167,88.5333,13.94,44,2,2.6,IN,1670360285
383,haizhou,34.5817,119.1289,2.61,68,54,1.52,CN,1670360286
384,iqaluit,63.7506,-68.5145,-9.15,72,20,10.29,CA,1670360286
385,rozsypne,48.1497,38.5762,-6.77,62,8,6.98,UA,1670360286
386,kachiry,53.0675,76.1036,-20.52,96,100,1.52,KZ,1670360287
387,port augusta,-32.5,137.7667,18.43,65,100,9.38,AU,1670360147
388,tavares,28.8042,-81.7256,26.81,65,61,0.45,US,1670360039
389,escanaba,45.7453,-87.0646,0.17,82,100,0.45,US,1670360288
390,olafsvik,64.8945,-23.7142,4.35,71,97,4.3,IS,1670360172
391,conceicao do castelo,-20.3683,-41.2439,19.64,93,100,1.38,BR,1670360289
392,kautokeino,69.0125,23.0412,-5.6,96,100,2.53,NO,1670360289
393,marsabit,2.3284,37.9899,19.96,65,10,4.41,KE,1670360290
394,petropavlovsk-kamchatskiy,53.0452,158.6483,-9.67,100,75,2.0,RU,1670360290
395,mount gambier,-37.8333,140.7667,12.22,69,60,3.66,AU,1670360163
396,kaeo,-35.1,173.7833,17.96,96,100,7.92,NZ,1670360291
397,broken hill,-31.95,141.4333,22.38,43,100,0.54,AU,1670360292
398,saint-francois,46.4154,3.9054,2.04,93,100,1.03,FR,1670360292
399,turukhansk,65.8167,87.9833,-13.29,94,100,5.6,RU,1670360293
400,gubkinskiy,64.434,76.5026,-16.76,96,89,6.32,RU,1670360293
401,necochea,-38.5473,-58.7368,20.43,56,2,7.77,AR,1670360157
402,chancay,-11.5714,-77.2672,21.25,73,22,3.73,PE,1670360294
403,alice springs,-23.7,133.8833,26.75,21,54,5.66,AU,1670360294
404,santa isabel do rio negro,-0.4139,-65.0192,28.08,73,100,0.84,BR,1670360162
405,chapais,49.7834,-74.8492,-5.12,95,99,2.46,CA,1670360295
406,asau,46.4333,26.4,1.51,96,74,2.19,RO,1670360295
407,zarubino,42.63,131.0922,-2.92,45,5,7.76,RU,1670360296
408,karratha,-20.7377,116.8463,25.95,50,0,5.77,AU,1670360296
409,port-gentil,-0.7193,8.7815,23.98,100,40,3.09,GA,1670360171
410,orlik,52.5178,99.825,-20.08,86,100,1.15,RU,1670360297
411,raton,36.9034,-104.4391,11.29,23,24,6.98,US,1670360297
412,mastic beach,40.7668,-72.8521,14.32,89,100,1.34,US,1670360298
413,paka,4.6374,103.4368,24.99,100,70,0.0,MY,1670360298
414,gomel,52.4345,30.9754,-7.01,68,0,5.0,BY,1670360040
415,pingyin,36.2831,116.4453,0.95,65,61,2.54,CN,1670360298
416,senno,59.5336,33.9167,-7.08,94,100,4.16,RU,1670360299
417,swan river,52.1058,-101.2676,-26.06,70,9,5.14,CA,1670360299
418,namibe,-15.1961,12.1522,20.78,82,6,3.14,AO,1670360300
419,salalah,17.0151,54.0924,23.48,71,19,1.68,OM,1670360166
420,honiara,-9.4333,159.95,27.45,77,41,1.39,SB,1670360300
421,omboue,-1.5746,9.2618,24.66,91,100,2.75,GA,1670360301
422,fenoarivo,-18.933,47.4354,18.04,94,20,4.63,MG,1670360301
423,kavaratti,10.5669,72.642,27.33,70,95,1.68,IN,1670360148
424,atherton,53.5237,-2.4935,3.75,86,87,0.89,GB,1670360302
425,inyonga,-6.7167,32.0667,19.08,82,50,1.51,TZ,1670360302
426,tomatlan,19.9333,-105.25,30.58,56,2,4.11,MX,1670360303
427,ancud,-41.8697,-73.8203,14.94,80,61,3.21,CL,1670360104
428,esperance,-33.8667,121.9,14.6,70,98,5.92,AU,1670360134
429,west odessa,31.8424,-102.4988,22.6,53,100,5.13,US,1670360303
430,durango,24.8333,-104.8333,23.84,21,50,1.62,MX,1670360282
431,half moon bay,37.4636,-122.4286,14.47,77,20,0.0,US,1670360304
432,yulara,-25.2406,130.9889,26.57,38,41,2.48,AU,1670360304
433,tubuala,9.5167,-79.0333,27.57,72,77,6.68,PA,1670360305
434,manacapuru,-3.2997,-60.6206,28.86,69,90,1.65,BR,1670360305
435,romny,50.751,33.4747,-5.22,44,8,6.17,UA,1670360305
436,kasongo,-4.45,26.6667,19.26,96,41,0.66,CD,1670360306
437,zinder,13.8072,8.9881,22.44,18,46,4.53,NE,1670360306
438,winneba,5.3511,-0.6231,26.46,88,99,4.25,GH,1670360306
439,port hawkesbury,45.6169,-61.3485,5.33,95,100,4.12,CA,1670360306
440,altay,47.8667,88.1167,-17.17,78,46,2.97,CN,1670360307
441,ovalle,-30.5983,-71.2003,28.78,32,0,3.45,CL,1670360232
442,abong mbang,3.9833,13.1833,21.69,77,10,1.37,CM,1670360307
443,bahia blanca,-38.7196,-62.2724,26.27,29,0,0.89,AR,1670360178
444,taksimo,56.3444,114.8794,-18.01,85,99,2.13,RU,1670360308
445,sorland,67.667,12.6934,-0.08,89,100,16.01,NO,1670360308
446,olinda,-8.0089,-34.8553,27.85,65,20,3.6,BR,1670360308
447,chenzhou,25.8,113.0333,5.97,96,100,1.08,CN,1670360309
448,virginia beach,36.8529,-75.978,19.47,87,100,3.09,US,1670360062
449,dobrinka,52.1653,40.4731,-8.05,59,6,4.34,RU,1670360309
450,acapulco,16.8634,-99.8901,28.63,63,4,2.8,MX,1670360309
451,college,64.8569,-147.8028,-5.44,86,75,0.0,US,1670360310
452,husavik,66.0449,-17.3389,-2.27,80,95,5.52,IS,1670360310
453,venado tuerto,-33.7456,-61.9688,36.54,13,5,3.49,AR,1670360310
454,kirensk,57.7853,108.1119,-11.92,94,100,5.35,RU,1670360311
455,asasa,7.1,39.2,13.55,63,83,0.22,ET,1670360311
456,nabire,-3.3667,135.4833,23.91,85,100,1.4,ID,1670360106
457,aksarayskiy,46.7924,48.0119,-7.93,59,14,3.3,RU,1670360311
458,morro bay,35.3658,-120.8499,16.66,85,16,2.59,US,1670360312
459,varkaus,62.3153,27.873,-2.05,94,100,3.53,FI,1670360312
460,gizo,-8.103,156.8419,28.09,73,83,2.4,SB,1670360312
461,vanavara,60.34,102.2797,-11.56,91,100,5.87,RU,1670360313
462,siocon,7.7061,122.1353,25.22,88,100,2.25,PH,1670360313
463,aswan,24.0934,32.907,17.61,36,0,3.6,EG,1670360313
464,mahur,25.1667,93.1167,12.85,86,26,0.4,IN,1670360314
465,kanuma,36.55,139.7333,3.81,72,3,1.64,JP,1670360314
466,finschhafen,-6.6024,147.8681,27.38,73,100,2.16,PG,1670360314
467,strezhevoy,60.7333,77.5889,-20.51,100,97,3.1,RU,1670360314
468,kitgum,3.2783,32.8867,20.11,75,81,0.51,UG,1670360315
469,fort saint james,54.4333,-124.25,-11.85,86,100,0.67,CA,1670360315
470,villazon,-22.0866,-65.5942,15.46,42,100,9.39,BO,1670360315
471,ponta delgada,37.7333,-25.6667,15.83,82,40,7.72,PT,1670360316
472,puerto del rosario,28.5004,-13.8627,19.86,83,20,2.57,ES,1670360026
473,sochi,43.6,39.7303,7.05,68,100,4.05,RU,1670360316
474,ostrovnoy,68.0531,39.5131,-3.88,88,45,11.24,RU,1670360316
475,dryden,49.7833,-92.7503,-17.84,85,100,2.57,CA,1670360317
476,thinadhoo,0.5333,72.9333,27.74,74,69,6.52,MV,1670360317
477,kosh-agach,50.0,88.6667,-25.14,91,84,1.51,RU,1670360317
478,tiznit,29.5833,-9.5,15.99,71,100,0.28,MA,1670360318
479,aklavik,68.2191,-135.0107,-22.0,59,75,5.66,CA,1670360318
480,jumla,29.2747,82.1838,3.8,27,0,2.31,NP,1670360136
481,flinders,-34.5833,150.8552,18.99,80,59,3.13,AU,1670360318
482,broome,42.2506,-75.833,9.33,93,100,2.02,US,1670360319
483,cayenne,4.9333,-52.3333,27.02,83,0,1.03,GF,1670360319
484,markova,48.6758,24.4138,2.52,95,100,1.45,UA,1670360319
485,cobija,-11.0267,-68.7692,31.1,62,40,2.06,BO,1670360320
486,itupiranga,-5.1347,-49.3267,33.18,72,32,1.86,BR,1670360320
487,krasnoselkup,65.7,82.4667,-15.93,97,94,5.28,RU,1670360320
488,mukhen,48.1,136.1,-11.4,91,100,3.54,RU,1670360321
489,los llanos de aridane,28.6585,-17.9182,19.86,87,40,4.12,ES,1670360321
490,roald,62.5833,6.1333,3.2,74,20,3.6,NO,1670360321
491,proddatur,14.7333,78.55,21.2,84,100,1.02,IN,1670360322
492,fuerte olimpo,-21.0415,-57.8738,32.01,49,63,2.5,PY,1670360322
493,san cristobal,7.7669,-72.225,23.1,74,75,1.92,VE,1670360081
494,vila,42.0304,-8.1588,6.5,91,96,0.9,PT,1670360322
495,luanda,-8.8368,13.2343,26.0,89,20,3.6,AO,1670360053
496,prescott,34.54,-112.4685,12.31,64,9,3.13,US,1670360323
497,igrim,63.1906,64.4162,-15.44,91,21,3.18,RU,1670360323
498,puerto baquerizo moreno,-0.9,-89.6,20.78,77,59,5.12,EC,1670360323
499,leua,48.2156,18.6071,3.76,82,99,3.87,SK,1670360324
500,lepe,37.2548,-7.2043,14.5,84,74,0.42,ES,1670360324
501,porosozero,62.7191,32.727,-4.9,93,100,3.41,RU,1670360324
502,meulaboh,4.1363,96.1285,23.72,95,100,3.11,ID,1670360153
503,port macquarie,-31.4333,152.9167,21.61,77,28,2.1,AU,1670360060
504,yerbogachen,61.2767,108.0108,-11.88,92,100,6.03,RU,1670360325
505,amapa,1.0,-52.0,27.02,68,100,1.17,BR,1670360325
506,trzebiatow,54.0615,15.2648,3.36,86,100,4.49,PL,1670360325
507,potosi,-19.5836,-65.7531,11.61,38,100,5.3,BO,1670360326
508,shitanjing,39.2342,106.3439,-5.05,38,100,1.03,CN,1670360326
509,westport,41.1415,-73.3579,14.05,83,100,3.13,US,1670360326
510,intipuca,13.1969,-88.0544,31.13,41,1,1.65,SV,1670360326
511,sarti,40.1,23.9833,12.54,78,100,2.01,GR,1670360327
512,mogadishu,2.0371,45.3438,25.16,80,100,4.01,SO,1670360327
513,muros,42.7762,-9.0603,11.02,92,96,2.1,ES,1670360165
514,brae,60.3964,-1.353,3.17,70,100,12.06,GB,1670360327
515,joshimath,30.5667,79.5667,7.66,18,0,3.97,IN,1670360328
516,dekernes,31.0876,31.595,14.29,71,1,2.16,EG,1670360328
517,vila velha,-20.3297,-40.2925,24.97,86,100,4.63,BR,1670360328
518,manaus,-3.1019,-60.025,32.27,58,40,3.09,BR,1670360329
519,sao joao da barra,-21.6403,-41.0511,25.05,92,100,5.74,BR,1670360329
520,namie,37.4833,141.0,5.95,84,11,2.37,JP,1670360329
521,mirnyy,62.5353,113.9611,-17.65,84,100,7.15,RU,1670360330
522,truro,50.2653,-5.0544,3.6,81,0,3.6,GB,1670360330
523,sokoni,-6.4333,39.55,26.92,79,99,6.15,TZ,1670360330
524,tehachapi,35.1322,-118.449,10.3,66,58,4.92,US,1670360205
525,maragogi,-9.0122,-35.2225,25.21,78,87,2.47,BR,1670360331
526,kenora,49.8167,-94.4337,-18.46,78,100,0.0,CA,1670360262
527,jamsa,61.8642,25.19,-0.48,97,100,2.72,FI,1670360331
528,wuchi,29.3786,103.023,-0.2,98,100,0.49,CN,1670360331
529,igarka,67.4667,86.5833,-12.15,94,98,6.58,RU,1670360332
530,hofn,64.2539,-15.2082,1.14,62,22,4.19,IS,1670360157
531,ayorou,14.7308,0.9174,27.83,15,87,4.62,NE,1670360332
532,kapit,2.0167,112.9333,22.79,100,94,0.38,MY,1670360332
533,shaowu,27.3409,117.4831,9.3,96,100,0.64,CN,1670360333
534,coos bay,43.3665,-124.2179,11.24,100,6,1.45,US,1670360333
535,kodino,63.7198,39.6447,-6.82,91,100,3.86,RU,1670360333
536,torbat-e jam,35.244,60.6225,0.87,64,32,0.55,IR,1670360334
537,terney,45.0503,136.6092,-7.6,70,98,2.89,RU,1670360334
538,north bend,43.4065,-124.2243,11.2,100,6,1.49,US,1670360334
539,pando,-34.7167,-55.95,33.22,51,0,6.17,UY,1670360335
540,palmer,42.1584,-72.3287,13.33,77,100,0.0,US,1670360335
541,erenhot,43.6475,111.9767,-10.81,60,76,3.31,CN,1670360335
542,mineiros,-17.5694,-52.5511,25.49,61,100,2.92,BR,1670360336
543,hammerfest,70.6634,23.6821,-0.75,100,100,1.54,NO,1670360336
544,saint-pierre,-21.3393,55.4781,24.95,83,70,9.77,RE,1670360336
545,lagos,6.5833,3.75,28.18,85,100,1.98,NG,1670360337
546,warrnambool,-38.3833,142.4833,12.78,81,8,3.29,AU,1670360142
547,klyuchi,52.2667,79.1667,-23.88,99,28,1.87,RU,1670360337
548,yavaros,26.7,-109.5167,24.14,61,100,1.98,MX,1670360337
549,kajaani,64.2273,27.7285,-1.97,93,100,4.12,FI,1670360338
550,vao,-22.6667,167.4833,24.48,88,73,1.75,NC,1670360155
551,kiboga,0.9161,31.7742,16.08,96,81,0.59,UG,1670360338
552,tagusao,9.1924,117.8141,25.51,85,55,2.59,PH,1670360141
553,grootfontein,-19.5667,18.1167,25.76,15,27,4.12,NA,1670360118
554,hirara,24.8,125.2833,21.84,72,25,12.41,JP,1670360338
555,xingyi,24.1877,102.817,8.82,97,57,1.61,CN,1670360339
556,mvuma,-19.2792,30.5283,18.36,80,98,1.23,ZW,1670360339
557,ruteng,-8.6136,120.4721,15.4,80,87,0.32,ID,1670360339
558,richards bay,-28.783,32.0377,20.12,87,100,1.1,ZA,1670360206
559,camana,-16.6228,-72.7111,21.31,77,87,3.08,PE,1670360340
560,avera,33.194,-82.5271,19.1,85,98,0.51,US,1670359881
561,rocha,-34.4833,-54.3333,28.19,32,0,5.28,UY,1670360340
562,aykhal,66.0,111.5,-14.27,94,100,11.6,RU,1670360340
563,along,28.1667,94.7667,11.09,70,0,0.88,IN,1670360341
564,bayburt,40.2589,40.2278,-0.02,70,96,1.48,TR,1670360174
565,eyl,7.9803,49.8164,24.37,74,93,6.63,SO,1670360341
566,aripuana,-9.1667,-60.6333,27.86,75,95,1.44,BR,1670360343
